protein,seq_len,has_annotation,all_sites_safe,any_site_at_risk,max_site_pos,is_long,keep,reason
P00346,338,,,,,False,True,kept
P51675,355,,,,,False,True,kept
P51531,1590,True,False,True,1476.0,True,False,dropped: binding site beyond 1022 aa
P21398,527,,,,,False,True,kept
Q63634,445,,,,,False,True,kept
Q4U2R8,563,,,,,False,True,kept
P03211,641,,,,,False,True,kept
P51682,354,,,,,False,True,kept
Q9BEG3,430,,,,,False,True,kept
P0C1P9,1435,False,,,,True,False,dropped: no UniProt annotation
P03437,566,,,,,False,True,kept
Q02734,374,,,,,False,True,kept
Q04750,767,,,,,False,True,kept
P35329,868,,,,,False,True,kept
Q62968,1956,False,,,,True,False,dropped: no UniProt annotation
P35354,604,,,,,False,True,kept
Q9I194,762,,,,,False,True,kept
P07727,457,,,,,False,True,kept
Q15059,726,,,,,False,True,kept
Q8BGY9,580,,,,,False,True,kept
Q6YP21,454,,,,,False,True,kept
P28161,218,,,,,False,True,kept
Q6QLK5,814,,,,,False,True,kept
Q07108,199,,,,,False,True,kept
Q9Y6K1,912,,,,,False,True,kept
O95551,362,,,,,False,True,kept
Q8AWE3,426,,,,,False,True,kept
Q9XQA6,296,,,,,False,True,kept
Q9UPN9,1127,True,True,False,304.0,True,True,kept
Q6XKD3,403,,,,,False,True,kept
P30561,848,,,,,False,True,kept
O35949,271,,,,,False,True,kept
Q05823,741,,,,,False,True,kept
O13332,471,,,,,False,True,kept
Q99816,390,,,,,False,True,kept
Q99MA2,674,,,,,False,True,kept
P00883,364,,,,,False,True,kept
Q8JZL2,353,,,,,False,True,kept
P80404,500,,,,,False,True,kept
Q01726,317,,,,,False,True,kept
P0AFI2,752,,,,,False,True,kept
P54690,411,,,,,False,True,kept
Q8NEV4,1616,True,True,False,150.0,True,True,kept
P70263,357,,,,,False,True,kept
Q05097,122,,,,,False,True,kept
Q64346,381,,,,,False,True,kept
P81908,574,,,,,False,True,kept
Q9D379,455,,,,,False,True,kept
P70698,591,,,,,False,True,kept
Q8K5E0,354,,,,,False,True,kept
Q9JI35,445,,,,,False,True,kept
A0R666,217,,,,,False,True,kept
P51678,359,,,,,False,True,kept
Q96PN6,1610,True,True,False,412.0,True,True,kept
P96471,440,,,,,False,True,kept
P30520,456,,,,,False,True,kept
Q01727,315,,,,,False,True,kept
Q9Z0U4,991,,,,,False,True,kept
P80193,383,,,,,False,True,kept
Q96WJ0,719,,,,,False,True,kept
P16177,452,,,,,False,True,kept
G4VFD7,379,,,,,False,True,kept
P21981,686,,,,,False,True,kept
Q61586,827,,,,,False,True,kept
O43826,429,,,,,False,True,kept
Q04828,323,,,,,False,True,kept
Q9HXM5,489,,,,,False,True,kept
P02766,147,,,,,False,True,kept
O06446,843,,,,,False,True,kept
P50897,306,,,,,False,True,kept
Q12051,335,,,,,False,True,kept
Q60492,223,,,,,False,True,kept
P33121,698,,,,,False,True,kept
Q9Y345,797,,,,,False,True,kept
O54814,359,,,,,False,True,kept
Q9Z1J7,539,,,,,False,True,kept
Q9JJF9,523,,,,,False,True,kept
P02710,461,,,,,False,True,kept
P51532,1647,True,True,False,779.0,True,True,kept
Q8NHU3,365,,,,,False,True,kept
P11797,499,,,,,False,True,kept
P47745,326,,,,,False,True,kept
Q6QHF9,511,,,,,False,True,kept
B7VU80,1005,,,,,False,True,kept
O08663,478,,,,,False,True,kept
P07686,556,,,,,False,True,kept
Q16773,422,,,,,False,True,kept
P10613,528,,,,,False,True,kept
Q9ULI0,1458,True,True,False,441.0,True,True,kept
P03887,318,,,,,False,True,kept
Q8CM62,246,,,,,False,True,kept
P88142,876,,,,,False,True,kept
Q7DHH4,668,,,,,False,True,kept
Q53I59,924,,,,,False,True,kept
C3TDZ2,317,,,,,False,True,kept
P30124,398,,,,,False,True,kept
P32584,239,,,,,False,True,kept
P41972,917,,,,,False,True,kept
Q96LB2,322,,,,,False,True,kept
Q91ZY2,391,,,,,False,True,kept
P22939,299,,,,,False,True,kept
P06681,752,,,,,False,True,kept
Q8T6T2,400,,,,,False,True,kept
Q96P20,1036,True,True,False,522.0,True,True,kept
Q15078,307,,,,,False,True,kept
Q9M629,535,,,,,False,True,kept
Q194T1,469,,,,,False,True,kept
P47820,1313,True,False,True,1133.0,True,False,dropped: binding site beyond 1022 aa
P41182,706,,,,,False,True,kept
P49789,147,,,,,False,True,kept
Q9ULX7,337,,,,,False,True,kept
P09601,288,,,,,False,True,kept
O08967,399,,,,,False,True,kept
P05198,315,,,,,False,True,kept
O49150,864,,,,,False,True,kept
P10417,236,,,,,False,True,kept
P00772,266,,,,,False,True,kept
O25801,346,,,,,False,True,kept
Q9Y4D2,1042,True,True,False,524.0,True,True,kept
O54798,399,,,,,False,True,kept
Q96242,518,,,,,False,True,kept
P11388,1531,True,True,False,805.0,True,True,kept
Q6PIU2,408,,,,,False,True,kept
P55772,510,,,,,False,True,kept
Q11201,340,,,,,False,True,kept
O94788,518,,,,,False,True,kept
Q9Y2J8,665,,,,,False,True,kept
Q9UKU0,697,,,,,False,True,kept
P30872,391,,,,,False,True,kept
Q9Y468,840,,,,,False,True,kept
P62805,103,,,,,False,True,kept
P32358,579,,,,,False,True,kept
P14222,555,,,,,False,True,kept
Q95214,305,,,,,False,True,kept
P11708,334,,,,,False,True,kept
Q9UQD0,1980,True,True,False,939.0,True,True,kept
Q8DNV6,457,,,,,False,True,kept
P33032,325,,,,,False,True,kept
Q05921,735,,,,,False,True,kept
Q96T88,793,,,,,False,True,kept
P04191,1001,,,,,False,True,kept
E5KIY2,270,,,,,False,True,kept
Q7Z5P4,300,,,,,False,True,kept
Q96G23,380,,,,,False,True,kept
P38571,399,,,,,False,True,kept
P44514,377,,,,,False,True,kept
P42893,762,,,,,False,True,kept
P16753,708,,,,,False,True,kept
Q62688,1096,False,,,,True,False,dropped: no UniProt annotation
Q9H1C0,372,,,,,False,True,kept
Q99538,433,,,,,False,True,kept
P03138,389,,,,,False,True,kept
Q56D28,391,,,,,False,True,kept
Q99R76,502,,,,,False,True,kept
Q9ERZ4,466,,,,,False,True,kept
P37059,387,,,,,False,True,kept
O75688,479,,,,,False,True,kept
P54829,565,,,,,False,True,kept
P43367,324,,,,,False,True,kept
Q12809,1159,False,,,,True,False,dropped: no UniProt annotation
Q9NZ45,108,,,,,False,True,kept
P30355,161,,,,,False,True,kept
P01015,477,,,,,False,True,kept
Q6UCJ9,417,,,,,False,True,kept
E1BI31,902,,,,,False,True,kept
P11064,158,,,,,False,True,kept
Q8BVQ5,386,,,,,False,True,kept
P06721,395,,,,,False,True,kept
F1RRW5,1309,True,False,True,1130.0,True,False,dropped: binding site beyond 1022 aa
Q9UQ88,783,,,,,False,True,kept
O80452,839,,,,,False,True,kept
P97772,1199,True,True,False,409.0,True,True,kept
P24740,1428,True,False,True,1292.0,True,False,dropped: binding site beyond 1022 aa
P22736,598,,,,,False,True,kept
P40136,800,,,,,False,True,kept
P51993,359,,,,,False,True,kept
Q7RTN6,431,,,,,False,True,kept
P06151,332,,,,,False,True,kept
Q00796,357,,,,,False,True,kept
P97639,353,,,,,False,True,kept
P42227,770,,,,,False,True,kept
P53790,665,,,,,False,True,kept
P55201,1214,False,,,,True,False,dropped: no UniProt annotation
O95363,451,,,,,False,True,kept
P00727,519,,,,,False,True,kept
Q6P1E0,629,,,,,False,True,kept
P29350,595,,,,,False,True,kept
P07342,687,,,,,False,True,kept
P00352,501,,,,,False,True,kept
Q9ULD4,1205,False,,,,True,False,dropped: no UniProt annotation
P9WJN1,288,,,,,False,True,kept
Q9NYQ3,351,,,,,False,True,kept
P55926,526,,,,,False,True,kept
P0CO23,202,,,,,False,True,kept
P0A031,390,,,,,False,True,kept
O75604,605,,,,,False,True,kept
P48016,1211,True,True,False,711.0,True,True,kept
P0C6E9,781,,,,,False,True,kept
P32247,399,,,,,False,True,kept
P16109,830,,,,,False,True,kept
Q9Y6W6,482,,,,,False,True,kept
P34948,441,,,,,False,True,kept
O00400,549,,,,,False,True,kept
P35236,360,,,,,False,True,kept
Q9NQW7,623,,,,,False,True,kept
P43428,357,,,,,False,True,kept
Q8G2R2,430,,,,,False,True,kept
Q5VLE3,345,,,,,False,True,kept
P30411,391,,,,,False,True,kept
P13612,1032,True,True,False,447.0,True,True,kept
Q16552,155,,,,,False,True,kept
P38646,679,,,,,False,True,kept
P25440,801,,,,,False,True,kept
P61794,364,,,,,False,True,kept
O70594,557,,,,,False,True,kept
P31947,248,,,,,False,True,kept
P24008,259,,,,,False,True,kept
P26918,254,,,,,False,True,kept
P15684,965,,,,,False,True,kept
Q8NUQ6,502,,,,,False,True,kept
P49768,467,,,,,False,True,kept
P09483,630,,,,,False,True,kept
P27139,260,,,,,False,True,kept
P00403,227,,,,,False,True,kept
P0DMV8,641,,,,,False,True,kept
A0A072ZLE6,332,,,,,False,True,kept
P08183,1280,True,False,True,1070.0,True,False,dropped: binding site beyond 1022 aa
P13501,91,,,,,False,True,kept
P08263,222,,,,,False,True,kept
P31214,254,,,,,False,True,kept
P62615,283,,,,,False,True,kept
Q9BW19,673,,,,,False,True,kept
P30938,363,,,,,False,True,kept
P25162,519,,,,,False,True,kept
P37088,669,,,,,False,True,kept
Q9P275,1123,True,True,False,382.0,True,True,kept
P43144,479,,,,,False,True,kept
Q9Y2T6,319,,,,,False,True,kept
P08689,403,,,,,False,True,kept
P03452,565,,,,,False,True,kept
Q39830,664,,,,,False,True,kept
Q9P0U3,644,,,,,False,True,kept
O15120,278,,,,,False,True,kept
P49619,791,,,,,False,True,kept
P67870,215,,,,,False,True,kept
Q8VD48,319,,,,,False,True,kept
P63098,170,,,,,False,True,kept
P19021,973,,,,,False,True,kept
C3L5T6,189,,,,,False,True,kept
P0A6R0,317,,,,,False,True,kept
P67775,309,,,,,False,True,kept
Q9FH76,463,,,,,False,True,kept
O95696,1058,False,,,,True,False,dropped: no UniProt annotation
Q9H7Z7,377,,,,,False,True,kept
Q07599,470,,,,,False,True,kept
Q9NRX4,125,,,,,False,True,kept
Q197X6,646,,,,,False,True,kept
P08575,1306,True,False,True,1169.0,True,False,dropped: binding site beyond 1022 aa
O60218,316,,,,,False,True,kept
P12822,1310,True,False,True,1131.0,True,False,dropped: binding site beyond 1022 aa
P07237,508,,,,,False,True,kept
P17708,333,,,,,False,True,kept
P79483,266,,,,,False,True,kept
P04618,116,,,,,False,True,kept
Q07969,472,,,,,False,True,kept
P62330,175,,,,,False,True,kept
Q389T8,492,,,,,False,True,kept
P05231,212,,,,,False,True,kept
P33527,1531,True,False,True,1327.0,True,False,dropped: binding site beyond 1022 aa
P23470,1445,True,False,True,1104.0,True,False,dropped: binding site beyond 1022 aa
P54136,660,,,,,False,True,kept
Q05940,514,,,,,False,True,kept
P22443,508,,,,,False,True,kept
Q9Y6L6,691,,,,,False,True,kept
P15538,503,,,,,False,True,kept
O95544,446,,,,,False,True,kept
Q9UBY5,353,,,,,False,True,kept
P00325,375,,,,,False,True,kept
P27986,724,,,,,False,True,kept
Q15056,248,,,,,False,True,kept
O04417,492,,,,,False,True,kept
Q8NFU5,416,,,,,False,True,kept
P11247,718,,,,,False,True,kept
P70303,586,,,,,False,True,kept
P13726,295,,,,,False,True,kept
P00630,167,,,,,False,True,kept
P24433,528,,,,,False,True,kept
O08565,349,,,,,False,True,kept
P20839,514,,,,,False,True,kept
O75676,772,,,,,False,True,kept
P58295,799,,,,,False,True,kept
Q91VE3,249,,,,,False,True,kept
P70597,405,,,,,False,True,kept
P97449,966,,,,,False,True,kept
Q9JKC1,597,,,,,False,True,kept
P30656,287,,,,,False,True,kept
P35228,1153,True,False,True,1090.0,True,False,dropped: binding site beyond 1022 aa
Q9EQ16,351,,,,,False,True,kept
Q9R117,1184,True,True,False,1020.0,True,True,kept
P50997,1021,,,,,False,True,kept
A0A045ISB3,276,,,,,False,True,kept
P18440,290,,,,,False,True,kept
P43819,329,,,,,False,True,kept
Q9H999,370,,,,,False,True,kept
P15559,274,,,,,False,True,kept
P08138,427,,,,,False,True,kept
Q8R2Y0,336,,,,,False,True,kept
Q07889,1333,False,,,,True,False,dropped: no UniProt annotation
O75936,387,,,,,False,True,kept
P0DP23,149,,,,,False,True,kept
Q8TE04,598,,,,,False,True,kept
O93875,386,,,,,False,True,kept
P29122,969,,,,,False,True,kept
P43220,463,,,,,False,True,kept
Q5TKS0,403,,,,,False,True,kept
O08562,1984,False,,,,True,False,dropped: no UniProt annotation
P89951,212,,,,,False,True,kept
P07688,335,,,,,False,True,kept
P29372,298,,,,,False,True,kept
Q08209,521,,,,,False,True,kept
P09598,283,,,,,False,True,kept
P26769,1090,True,False,True,1065.0,True,False,dropped: binding site beyond 1022 aa
Q02880,1626,True,True,False,826.0,True,True,kept
Q84HF5,461,,,,,False,True,kept
Q05769,604,,,,,False,True,kept
O15296,676,,,,,False,True,kept
P42224,750,,,,,False,True,kept
P13500,99,,,,,False,True,kept
Q9Y6T7,804,,,,,False,True,kept
P24158,256,,,,,False,True,kept
Q9UBT6,870,,,,,False,True,kept
O07911,430,,,,,False,True,kept
Q9ZB22,645,,,,,False,True,kept
Q00960,1482,True,True,False,732.0,True,True,kept
Q6W5P4,371,,,,,False,True,kept
Q61606,485,,,,,False,True,kept
P70470,230,,,,,False,True,kept
P49916,1009,,,,,False,True,kept
Q8NI77,898,,,,,False,True,kept
P20813,491,,,,,False,True,kept
P30936,428,,,,,False,True,kept
Q9N1N9,602,,,,,False,True,kept
P53041,499,,,,,False,True,kept
Q3ZAV1,553,,,,,False,True,kept
P51589,502,,,,,False,True,kept
P03234,605,,,,,False,True,kept
P20618,241,,,,,False,True,kept
O14684,152,,,,,False,True,kept
Q2V0Q7,354,,,,,False,True,kept
P19174,1290,True,True,False,380.0,True,True,kept
P54577,528,,,,,False,True,kept
P22001,575,,,,,False,True,kept
P00390,522,,,,,False,True,kept
Q9NR97,1041,False,,,,True,False,dropped: no UniProt annotation
Q9ULM3,1422,False,,,,True,False,dropped: no UniProt annotation
P0A749,419,,,,,False,True,kept
O60939,215,,,,,False,True,kept
Q38DI7,479,,,,,False,True,kept
P00439,452,,,,,False,True,kept
Q9NG02,399,,,,,False,True,kept
Q9NQR1,393,,,,,False,True,kept
P01375,233,,,,,False,True,kept
P41212,452,,,,,False,True,kept
P78329,520,,,,,False,True,kept
P20456,277,,,,,False,True,kept
P27169,355,,,,,False,True,kept
P61244,160,,,,,False,True,kept
P15390,1840,False,,,,True,False,dropped: no UniProt annotation
O35627,358,,,,,False,True,kept
Q13510,395,,,,,False,True,kept
Q00959,1464,True,True,False,731.0,True,True,kept
P01590,268,,,,,False,True,kept
Q7Z2W7,1104,True,True,False,802.0,True,True,kept
P35226,326,,,,,False,True,kept
P51686,369,,,,,False,True,kept
Q6TGC4,694,,,,,False,True,kept
P09470,1312,True,False,True,1132.0,True,False,dropped: binding site beyond 1022 aa
Q9GZU7,261,,,,,False,True,kept
P23219,599,,,,,False,True,kept
Q01433,825,,,,,False,True,kept
P70658,359,,,,,False,True,kept
P31939,592,,,,,False,True,kept
Q6R7Z5,340,,,,,False,True,kept
P80366,459,,,,,False,True,kept
P30935,428,,,,,False,True,kept
Q9Y2H9,1570,True,True,False,497.0,True,True,kept
Q7KQK5,622,,,,,False,True,kept
P17174,413,,,,,False,True,kept
Q9Y5Y9,1956,False,,,,True,False,dropped: no UniProt annotation
Q04468,505,,,,,False,True,kept
B5U2Z5,194,,,,,False,True,kept
P9WFV1,969,,,,,False,True,kept
P9WP55,310,,,,,False,True,kept
P27867,357,,,,,False,True,kept
Q9SPL6,555,,,,,False,True,kept
Q62205,1984,False,,,,True,False,dropped: no UniProt annotation
P11838,419,,,,,False,True,kept
O00743,305,,,,,False,True,kept
Q64737,1010,,,,,False,True,kept
P00441,154,,,,,False,True,kept
P28572,638,,,,,False,True,kept
P70343,373,,,,,False,True,kept
I6Y9J2,408,,,,,False,True,kept
Q9NY46,2000,False,,,,True,False,dropped: no UniProt annotation
Q8WZA2,1011,,,,,False,True,kept
P35499,1836,False,,,,True,False,dropped: no UniProt annotation
Q820T1,321,,,,,False,True,kept
Q43077,674,,,,,False,True,kept
Q13224,1484,True,True,False,732.0,True,True,kept
Q2HY42,266,,,,,False,True,kept
Q8R4B8,1033,True,True,False,518.0,True,True,kept
P0C0L6,372,,,,,False,True,kept
P09487,524,,,,,False,True,kept
Q61176,323,,,,,False,True,kept
Q99P50,364,,,,,False,True,kept
P40926,338,,,,,False,True,kept
P43118,366,,,,,False,True,kept
Q5U2N0,586,,,,,False,True,kept
P32248,378,,,,,False,True,kept
O35433,838,,,,,False,True,kept
P97266,98,,,,,False,True,kept
P0A9C5,469,,,,,False,True,kept
Q97RU8,450,,,,,False,True,kept
P35574,1555,True,True,False,650.0,True,True,kept
Q8K418,399,,,,,False,True,kept
P00651,130,,,,,False,True,kept
Q4KLZ0,512,,,,,False,True,kept
P09790,1532,True,True,False,278.0,True,True,kept
Q8IKG4,488,,,,,False,True,kept
Q64133,526,,,,,False,True,kept
Q09327,533,,,,,False,True,kept
P52020,573,,,,,False,True,kept
Q9ERC0,381,,,,,False,True,kept
P11021,654,,,,,False,True,kept
P63279,158,,,,,False,True,kept
Q836J0,273,,,,,False,True,kept
O88351,757,,,,,False,True,kept
P49356,437,,,,,False,True,kept
P21447,1276,True,False,True,1066.0,True,False,dropped: binding site beyond 1022 aa
Q9ET01,850,,,,,False,True,kept
Q9Y5Y6,855,,,,,False,True,kept
P25102,358,,,,,False,True,kept
Q04206,551,,,,,False,True,kept
P06276,602,,,,,False,True,kept
P54757,1005,,,,,False,True,kept
P25106,362,,,,,False,True,kept
Q8IXL6,584,,,,,False,True,kept
P61158,418,,,,,False,True,kept
Q9BU89,302,,,,,False,True,kept
P0AES4,875,,,,,False,True,kept
P05067,770,,,,,False,True,kept
Q99N57,648,,,,,False,True,kept
Q15172,486,,,,,False,True,kept
P48546,466,,,,,False,True,kept
P30729,387,,,,,False,True,kept
P40818,1118,True,False,True,1067.0,True,False,dropped: binding site beyond 1022 aa
P9WP25,300,,,,,False,True,kept
K4CF70,476,,,,,False,True,kept
Q5KSL6,1271,False,,,,True,False,dropped: no UniProt annotation
P49888,294,,,,,False,True,kept
P05181,493,,,,,False,True,kept
Q9UBM7,475,,,,,False,True,kept
P35520,551,,,,,False,True,kept
P17516,323,,,,,False,True,kept
Q16877,469,,,,,False,True,kept
P69328,640,,,,,False,True,kept
P35573,1532,True,True,False,627.0,True,True,kept
P35222,781,,,,,False,True,kept
P19440,569,,,,,False,True,kept
P59264,122,,,,,False,True,kept
Q13057,564,,,,,False,True,kept
Q58F21,947,,,,,False,True,kept
P03367,1447,True,False,True,1311.0,True,False,dropped: binding site beyond 1022 aa
P32297,505,,,,,False,True,kept
P43117,366,,,,,False,True,kept
O00571,662,,,,,False,True,kept
P30307,473,,,,,False,True,kept
P24347,488,,,,,False,True,kept
Q9NQZ5,370,,,,,False,True,kept
Q9BVJ7,150,,,,,False,True,kept
Q7YTA4,544,,,,,False,True,kept
Q99952,460,,,,,False,True,kept
P49019,387,,,,,False,True,kept
I3LTK9,658,,,,,False,True,kept
P19357,509,,,,,False,True,kept
P24095,864,,,,,False,True,kept
O78749,514,,,,,False,True,kept
P0ADG7,488,,,,,False,True,kept
Q9NR71,780,,,,,False,True,kept
P19821,832,,,,,False,True,kept
P54652,639,,,,,False,True,kept
P38398,1863,False,,,,True,False,dropped: no UniProt annotation
P9WH09,304,,,,,False,True,kept
P00438,394,,,,,False,True,kept
P05307,510,,,,,False,True,kept
P62157,149,,,,,False,True,kept
P11142,646,,,,,False,True,kept
P09391,276,,,,,False,True,kept
Q9NR96,1032,True,True,False,208.0,True,True,kept
P17597,670,,,,,False,True,kept
P47824,399,,,,,False,True,kept
O60885,1362,False,,,,True,False,dropped: no UniProt annotation
P11166,492,,,,,False,True,kept
P14677,750,,,,,False,True,kept
P10145,99,,,,,False,True,kept
Q96HE7,468,,,,,False,True,kept
P9WG57,250,,,,,False,True,kept
Q9H160,280,,,,,False,True,kept
P15313,513,,,,,False,True,kept
P09172,617,,,,,False,True,kept
P28857,1012,,,,,False,True,kept
Q7TMR0,491,,,,,False,True,kept
P07101,528,,,,,False,True,kept
P08373,342,,,,,False,True,kept
P05091,517,,,,,False,True,kept
O60906,423,,,,,False,True,kept
O95398,923,,,,,False,True,kept
Q9I5U5,268,,,,,False,True,kept
Q9NRM0,540,,,,,False,True,kept
Q9UBN7,1215,True,False,True,1186.0,True,False,dropped: binding site beyond 1022 aa
Q8NCG7,672,,,,,False,True,kept
Q9Y6I3,576,,,,,False,True,kept
Q63921,602,,,,,False,True,kept
Q04782,728,,,,,False,True,kept
A0A0C7ACN7,337,,,,,False,True,kept
P43351,418,,,,,False,True,kept
Q82323,166,,,,,False,True,kept
O60427,444,,,,,False,True,kept
E2QDN0,367,,,,,False,True,kept
O14786,923,,,,,False,True,kept
Q8TDX7,302,,,,,False,True,kept
P49721,201,,,,,False,True,kept
P06737,847,,,,,False,True,kept
P89449,637,,,,,False,True,kept
O95630,424,,,,,False,True,kept
P31327,1500,True,False,True,1449.0,True,False,dropped: binding site beyond 1022 aa
P49798,205,,,,,False,True,kept
Q6V1X1,898,,,,,False,True,kept
Q571F8,602,,,,,False,True,kept
O77823,118,,,,,False,True,kept
P97583,337,,,,,False,True,kept
F5BCZ9,1897,False,,,,True,False,dropped: no UniProt annotation
P06746,335,,,,,False,True,kept
Q9HBK9,375,,,,,False,True,kept
Q25856,736,,,,,False,True,kept
O70212,490,,,,,False,True,kept
P0A884,264,,,,,False,True,kept
O15357,1258,False,,,,True,False,dropped: no UniProt annotation
O46521,191,,,,,False,True,kept
O08725,364,,,,,False,True,kept
Q13285,461,,,,,False,True,kept
Q8BW75,520,,,,,False,True,kept
Q14520,560,,,,,False,True,kept
Q9Y365,291,,,,,False,True,kept
O88410,367,,,,,False,True,kept
P12644,408,,,,,False,True,kept
P39748,380,,,,,False,True,kept
Q9NS75,346,,,,,False,True,kept
Q9HVW7,421,,,,,False,True,kept
P00189,520,,,,,False,True,kept
Q6VVP7,313,,,,,False,True,kept
Q5VTY9,493,,,,,False,True,kept
P04035,888,,,,,False,True,kept
P32038,263,,,,,False,True,kept
P30875,369,,,,,False,True,kept
Q64244,303,,,,,False,True,kept
Q9NRC8,400,,,,,False,True,kept
Q06520,285,,,,,False,True,kept
P22888,699,,,,,False,True,kept
P70269,397,,,,,False,True,kept
P17707,334,,,,,False,True,kept
P01019,476,,,,,False,True,kept
Q03311,603,,,,,False,True,kept
P79208,603,,,,,False,True,kept
A0SYQ0,153,,,,,False,True,kept
Q9S446,206,,,,,False,True,kept
P10688,756,,,,,False,True,kept
Q9P0G3,267,,,,,False,True,kept
Q46085,1021,,,,,False,True,kept
P58681,1050,False,,,,True,False,dropped: no UniProt annotation
Q15109,404,,,,,False,True,kept
P47989,1333,True,False,True,1262.0,True,False,dropped: binding site beyond 1022 aa
Q11203,375,,,,,False,True,kept
P9WJF1,461,,,,,False,True,kept
Q75NA5,576,,,,,False,True,kept
A0A286XTF2,366,,,,,False,True,kept
Q02401,1928,True,False,True,1750.0,True,False,dropped: binding site beyond 1022 aa
P00489,843,,,,,False,True,kept
Q8TCT1,267,,,,,False,True,kept
Q76129,115,,,,,False,True,kept
P01137,390,,,,,False,True,kept
P06766,335,,,,,False,True,kept
P70712,464,,,,,False,True,kept
P29475,1434,True,False,True,1405.0,True,False,dropped: binding site beyond 1022 aa
P22102,1010,,,,,False,True,kept
Q15257,358,,,,,False,True,kept
Q15077,328,,,,,False,True,kept
P11169,496,,,,,False,True,kept
P16732,674,,,,,False,True,kept
P16473,764,,,,,False,True,kept
O95870,558,,,,,False,True,kept
Q13247,344,,,,,False,True,kept
P25090,351,,,,,False,True,kept
P28839,519,,,,,False,True,kept
Q964Q8,363,,,,,False,True,kept
Q9H6P5,420,,,,,False,True,kept
Q9ET64,422,,,,,False,True,kept
Q8ST54,471,,,,,False,True,kept
P07293,1873,True,True,False,1014.0,True,True,kept
O60259,260,,,,,False,True,kept
O70572,419,,,,,False,True,kept
P06756,1048,True,True,False,451.0,True,True,kept
Q6QA75,89,,,,,False,True,kept
P17988,291,,,,,False,True,kept
O77078,371,,,,,False,True,kept
Q60612,326,,,,,False,True,kept
Q9Y294,204,,,,,False,True,kept
Q63120,1541,True,False,True,1330.0,True,False,dropped: binding site beyond 1022 aa
P19111,533,,,,,False,True,kept
P10649,218,,,,,False,True,kept
Q99571,388,,,,,False,True,kept
Q64560,1249,True,True,False,449.0,True,True,kept
Q96T53,435,,,,,False,True,kept
P09848,1927,True,False,True,1749.0,True,False,dropped: binding site beyond 1022 aa
P36873,323,,,,,False,True,kept
Q15465,462,,,,,False,True,kept
P16083,231,,,,,False,True,kept
O95602,1720,True,False,True,1249.0,True,False,dropped: binding site beyond 1022 aa
O43464,458,,,,,False,True,kept
P23574,465,,,,,False,True,kept
Q6P7S1,394,,,,,False,True,kept
P29476,1429,True,False,True,1400.0,True,False,dropped: binding site beyond 1022 aa
O75762,1119,True,False,True,1046.0,True,False,dropped: binding site beyond 1022 aa
Q9P8Q7,550,,,,,False,True,kept
P9WQP7,370,,,,,False,True,kept
P26637,1090,True,True,False,732.0,True,True,kept
P39654,663,,,,,False,True,kept
H6TY12,538,,,,,False,True,kept
P52500,384,,,,,False,True,kept
O14746,1132,True,True,False,869.0,True,True,kept
O95278,331,,,,,False,True,kept
P18433,802,,,,,False,True,kept
P14672,509,,,,,False,True,kept
P19438,455,,,,,False,True,kept
Q13324,411,,,,,False,True,kept
Q9NYK1,1049,False,,,,True,False,dropped: no UniProt annotation
Q64546,498,,,,,False,True,kept
Q12888,1972,False,,,,True,False,dropped: no UniProt annotation
P14151,372,,,,,False,True,kept
P04055,146,,,,,False,True,kept
Q5L478,447,,,,,False,True,kept
P05412,331,,,,,False,True,kept
O00754,1011,,,,,False,True,kept
Q09128,514,,,,,False,True,kept
P45974,858,,,,,False,True,kept
P35343,359,,,,,False,True,kept
P55085,397,,,,,False,True,kept
P06700,562,,,,,False,True,kept
Q9EPB1,500,,,,,False,True,kept
O95342,1321,True,False,True,1113.0,True,False,dropped: binding site beyond 1022 aa
O95453,639,,,,,False,True,kept
Q7Z1V1,481,,,,,False,True,kept
P17442,1178,False,,,,True,False,dropped: no UniProt annotation
A0A6L8Q2B7,453,,,,,False,True,kept
Q9HB03,270,,,,,False,True,kept
P29474,1203,True,False,True,1089.0,True,False,dropped: binding site beyond 1022 aa
Q61180,699,,,,,False,True,kept
Q14940,896,,,,,False,True,kept
P19156,1034,True,True,False,821.0,True,True,kept
P06856,1006,,,,,False,True,kept
P18846,271,,,,,False,True,kept
P48776,406,,,,,False,True,kept
Q9JII9,367,,,,,False,True,kept
D5FGE8,502,,,,,False,True,kept
P97612,579,,,,,False,True,kept
P10599,105,,,,,False,True,kept
P13716,330,,,,,False,True,kept
Q9QZX7,339,,,,,False,True,kept
P47901,424,,,,,False,True,kept
P9WMN1,284,,,,,False,True,kept
P51692,787,,,,,False,True,kept
P08485,478,,,,,False,True,kept
Q01782,288,,,,,False,True,kept
Q4DCQ3,233,,,,,False,True,kept
O93874,270,,,,,False,True,kept
P04053,509,,,,,False,True,kept
P23316,776,,,,,False,True,kept
H9B8T9,335,,,,,False,True,kept
Q9NPD5,702,,,,,False,True,kept
Q59118,684,,,,,False,True,kept
P23944,561,,,,,False,True,kept
Q05209,780,,,,,False,True,kept
O89049,499,,,,,False,True,kept
A9XFY4,781,,,,,False,True,kept
D2K848,424,,,,,False,True,kept
Q14995,579,,,,,False,True,kept
P51136,467,,,,,False,True,kept
P00774,271,,,,,False,True,kept
P35739,799,,,,,False,True,kept
Q9BT73,122,,,,,False,True,kept
Q61616,446,,,,,False,True,kept
P54292,241,,,,,False,True,kept
